userName,score,at,content,Label
Money Shot,1,2023-07-05 01:03:33,"Sigil beberapa job dominan ke skill aneh dan gak cocok ke job pada umumnya jadi buffnya percuma gak kepake ,dan sigil juga dapetnya sulit",Negatif
imron abidin,1,2023-06-27 08:21:35,"Sering lag, sering terputus sekali terputus auto balik ke level pertama",Negatif
vito Andygian,5,2023-06-10 23:43:33,"Good game, masih banyak bugnya tolong di perbaiki secara berkala",Positif
Pianistaholic,1,2023-07-10 14:21:01,"Ramah F2P, tapi tidak ramah real life.. Event tiap hari. Serasa diatur sama game..",Negatif
Gameplay Top global,1,2023-06-09 13:05:24,Mau login saat event guild gak bisa masuk..server down terus. Mohon perbaiki,Negatif
Sigit SH,1,2023-06-14 13:04:34,Tidak bisa masuk setiap ada jam pembelian kartu di trade padahal sinyal bagus,Negatif
Ahmad Syaifudin,1,2023-06-10 13:44:32,Sementara bintang 1 dulu karena analognya sering nggak bisa gerak.mohon diperbaiki,Negatif
Deni Arfan,5,2023-07-08 03:48:44,Sangat seru dan mirip yang dulu tapi lebih bagus dari yang dulu juga bisa ngajak temen rame-rame di Guide yang sama,Positif
Tonny Rismanto,4,2023-07-04 00:47:52,Sebenarnya sudah bagus tapi masih sedikit lambat dan kurang responsif,Positif
Rizky Wijaya,2,2023-07-06 08:55:15,Game terlalu banyak bug.udh gitu login udh gk bisa mainin lagi.,Negatif
Felicia Xu,3,2023-07-05 04:09:46,Loading nya lama banget.. suka susah login semenjak update..,
Diandra Aresta,5,2023-04-11 09:54:50,"Better dari game sebelumnya, lebih enjoy misi daily yg beragam juga, peermudah pencarian diamond sama nyan berry aja sih hehe",Positif
Acer Genos,3,2023-05-08 03:52:54,"Saya suka game ini, tp maaf setelah download patch data sebesar 3GB selesai kenapa malah tidak bisa masuk game? Ad notif ""File konfigurasi tidak ditemukan"", saya hapus data sampai download ulang 3x tetap sama. Kendala stuck setelah selesai download file data, entah mungkin device saya yg tidak layak.. tolong untuk informasinya developer. Device : Realme C3 4/64",
Wahyu Ramadan,3,2023-05-19 18:13:21,Bugnya banyak banget asli dalam segi grafik ok lah TPI bugnya banyak banget padahal sinyal lancar buat game lainnya lancar,
Mr Blue,3,2023-05-11 18:50:54,"Awal main lancar tanpa kendala, habis milih job mulai macet ngga bisa lanjut. Apa karena server penuh?",
Keineshia Naila,3,2023-06-16 04:09:49,Saya main ro dri awal rilis bagus. Tapi soal jaringan payah deh..... Entah kenapa tiap kali main ro ping merah sudah saya ganti wifi ke data atau sebaliknya tetep saja ping merah.....apalagi jika melawan mvp trus saya mengalami lag..... Tidak ada notif hadiah mvp jika lag saat boss mvp mati. Sedikit kecewa apalagi banyak bug.,
ahmad yusuf,4,2023-04-19 14:08:17,"okelah overall udah bagus, tapi ada bug yang merugikan saat lagi mvp yaitu analog yang tidak bisa digerakkan padahal sinyal tidak lag dan bermasalah dan juga mode auto nya tidak dinyalakan, semoga bisa difix segera ;)",Positif
Fergy Octaviansyah,1,2023-05-27 19:06:21,"sangat susah untuk masuk ke dalam game sekarang, loading resource selalu stuck di 97% dan game crash",Negatif
Risuan Fsl,5,2023-08-26 09:11:49,Bagus banget dan ya agak bug,Positif
Razzan Uqail,4,2023-04-12 10:47:22,"Dev tolong fix bug stuck di loading setiap teleport ke suatu tempat, contohnya masuk ke rumah",Positif
Muhammad Hikkam,5,2023-04-06 18:05:41,Game yang seru dan asyik serasa di dunia fantasi kitanya👍👍semangat terus bikin event yang makin menarik event gratis lah pliss,Positif
Khairul Irul,4,2023-05-09 14:05:28,"semuanya udah oke sih menurutku, tapi yang jadi permasalahan ku adalah kenapa suka Force close ngeselin banget lagi seru²nya malah keluar kan anj",Positif
azis W,5,2023-04-22 07:58:07,pengalaman luar biasa di dunia RO....berharap kedepannya makin maju dan grafis juga story nya semakin bagus,Positif
Daichi Gin,1,2023-08-17 06:28:30,Gamenya masih sering bug,Negatif
Natalis Tet nyan,5,2023-08-15 10:48:42,Sakit yang buat game ini parah ga ada obat yg buat download dalam game 3 GB pas udah selesai malah eror,Positif
Lili Juhaerliah,3,2023-08-18 13:52:50,Saya kasih bintang 3 karena banyak yang tidak pakai baju 😠😠😠😠😠 pls kak jangan ada yang kaya gitu nanti saya kasih bintang 5,
Marcel Yogi,5,2023-04-07 05:02:21,"Thanks to gravity.. Good job. Banyakin eventnya, semoga bisa menjadi game yang awet nantinya.",Positif
Boby Cahyadi,1,2023-08-25 02:04:23,"Jangan semangat tetaplah bersedih, tetap bermain job selain paladin walau tak berguna",Negatif
Jokoo Sambodoo,3,2023-08-16 04:45:32,Ini kenapa char di server geffen 10 ga bisa masuk ?,
Kota1 Ketapang2,5,2023-04-25 08:27:06,"Suka bgt dma gamenya blum pernah main game ini, semua tutornya mudah dipelajari. Cpt naik level kalo rajin main. Untuk pemula seperti saya bimbingan yang disediakan sangat membantu sekali",Positif
Pro gaming,1,2023-05-26 14:48:49,Tolong min..setiap kali mau login..selalu for close..keluar sendiri...padahal ini game udah bagus..,Negatif
Arnold Swachzeneger,1,2023-04-06 08:00:32,Saya tidak bisa login ke game padahal awal nya bisa selang beberapa jam saya login kembali namun stuck di loading ke 3 saat gambar airship mohon diperbaiki,Negatif
KrisMurti Mulyono,4,2023-05-07 15:07:43,Tidak bisa merubah type char saat sedang dalam pertarungan sangat mengganggu sekali. Bila dari type support ke type battle bila ada quest akan susah jadinya. Bicara dgn npc di gebuk monster sampai mokat jga kocak 😆,Positif
hafiz kurniawan,4,2023-04-28 12:23:20,"Game nya bagus tapi tolong perbaiki dong ini game selalu force close, padahal jaringan masih oke oke aja",Positif
HELMY ANDREANSYAH,4,2023-04-10 12:58:57,mungkin game nya cukup bagus aku kasih bintang 4 karna malah bug dan lainya yang belum di selesain gak kayak moonton🗿,Positif
Rimuru Tempest16,2,2023-04-09 13:17:47,Tolong cepat perbaiki bug nya saya sudah 20 kali restart game tapi masih aja nge bug,Negatif
Agung Irianto Prasetia,5,2023-04-12 00:43:25,"Dari dulu emang udah suka sama game RO. Ga ada kata kata lagi deh, semangat terus buat developer, buat kembangin game nya.",Positif
Zakina Munawwarah,5,2023-04-29 15:22:23,"Lumayan sih, meskipun masih bingung kalo ada event atau quest,,,tapi gak jelas petunjuknya, terus kembangin yah",Positif
Coky 808,1,2023-05-21 05:34:36,Permainan nya sih grafik nya bagus bet bisa sam hd tapi wkwk pas di game padahal sinyalnya bagus tapi suka macet macet sendiri,Negatif
UweXaze,4,2023-04-14 02:50:44,Lumayan bagus tapi servernya kebanyakan jadi tolong usahakan bikin server jangan banyak aja soalnya males pindah pindah server harus buat character baru lagi,Positif
Faisol Fattahillah,5,2023-06-15 22:28:35,"Game cukup baik, hanya saja sistem party sedikit susah",Positif
Blessed Person,1,2023-07-02 18:11:01,"Loadingnya makin lama, koneksi selalu terputus",Negatif
Nasirq M,1,2023-04-18 23:50:56,"Jaringan di game lain bagus,pas buka game trash ini malah jaringan tidak stabil,baru download tadi langsung hapus,game sampah",Negatif
Muhammad Faisal,2,2023-04-07 04:00:53,Ada permasalahan setiap mau ganti peta pasti ngestuck harus relog dulu baru ganti dan ini membuat gak nyaman saat di main kan,Negatif
Endro Setiadi,2,2023-04-07 03:22:59,Jaringan buruk. Pake wifi pake data jaringan merah. Padahal buat maen ygain aman2 aja. Freak,Negatif
Arie Julianto,1,2023-04-12 17:19:34,"Apa apaan menghubungkan kembali setelah terputus,nunggu sejam gak konek konek,padahal jaringan bagus",Negatif
Bang DuLz,1,2023-07-11 02:37:58,"membosankan daily nya hunting gada partyan mana yang kuat itu yang dipilih,udah malah,stuck di lv 86",Negatif
Ardi Pendidikan,4,2023-04-10 23:18:02,Lumayan. Diamond nya agak susah di dapat dan untuk f2p cukup kurang bersahabat sepertinya,Positif
jibal suwanda,3,2023-05-15 22:39:59,padahal sudah keren.. cuman sayang kenapa ada sistem auto.... padahal versi ro jadul gada auto nya... maaf sy uninstall.,
D Mas,1,2023-06-30 15:42:51,Sering drop FPS dibandingkan game - game Ragnarok lain padahal dengan size yang lebih besar.,Negatif
yuda putrama,3,2023-05-08 15:41:20,"Drop card susah banget gak ada yg namanya hoki adanya presentasi kalo udah 100% baru dapat gak sama dengan RO PC yg dulu meski 1% bisa dapat , lebih ke pay2w tetap 😂",
Daniel Twiboy,3,2023-05-01 05:39:57,Knp ganti senjata yg lbh bagus harus buat grup party dlu itu yg membuat saya malas beda dng Ragnarok PC dlu ganti senjata yg lbh bagus bisa beli pakai zenny klo di HP beda hadeh 😭😭 di bikin gampang dong maen di HP cpt lowbet nya pula beda dng RO PC,
Yohanes Sutanto yanti,1,2023-05-10 06:43:57,Setiap update error gak bisa masuk tolong di perbaiki log in lewat android.,Negatif
moment worlds,1,2023-06-28 15:31:57,Main di hp ram 8/256gb exynos masih rata kiri patah patah Emg game pc yg dipaksa ke game mobile,Negatif
Randy Harly Pandean,1,2023-04-07 12:31:27,game aneh biasanya kalau full di setiap server batasi buat masuk tapi ini di batasi buat karakter sama kayak di blacklist buat main di server tersebut,Negatif
Property Ku,1,2023-04-06 14:59:58,"Game laknat Download dah selesai malah download lagi...malah susah masuk nya... Nunggu dah 1 jam gk masuk"" ke game, dah masuk keputus terus.. tau"" Download lagi resc nya... Perbaiki dong para developer lintah darat.. jangan cuma duduk"" aja",Negatif
agus horman,4,2023-04-17 10:13:08,Aku suka kenangan masih jadi ro mania mantap lebih di maksimal kan lagi buf dan game nya agar sedikit lebih baik dari sekarng,Positif
Ahmad Sutisna12,3,2023-06-14 15:19:18,Banyak bug terus udah ikut event quiz sama deathmacth gak di kasih hadiah kecewa banget,
Irwan Chinos,3,2023-06-19 23:14:12,RIP untuk kami si RAM 3GB .. patah patah dan lama di loading 😕,
Dede Harissan (Ris),1,2023-04-07 07:17:57,"Saya tidak dapat masuk ke dalam server ""anda terputus, silahkan login lagi"" padahal jaringan saya stabil, dan performa hp saya juga mencukupi.",Negatif
Ifona Yunita Ifo,4,2023-07-18 09:52:15,Game nya bagus tapi pas jalan gak bisa jadi aku kasih nilai 4 empat🙏,Positif
Nugroho Nurcholiq,1,2023-07-17 10:22:42,"Game kocak , heal Hem lawan bijou sudah di tengah tetep kena knock back 😂😂😂",Negatif
"SUKARDI., A M",5,2023-07-29 11:25:40,Game yang sangat bagus mudah di main kan,Positif
Jaka Prihatna,3,2023-07-21 08:32:59,"Om kok akun saya tiba"" hilang om? Klau ulang dari awal jdi malas pula om.. tolong dibantu om",
lux ferre,1,2023-07-20 12:53:24,Gak bisa login abis maintenis,Negatif
Adi pratita,1,2023-04-07 07:29:06,tolong perbaikin bug nya saat masuk warp loading stuck tidak mau hampir setiap kali seperti ini.,Negatif
13Th Ghost,1,2023-07-17 08:31:33,Ancur.. Download pake data masih error sampe gabiaa login,Negatif
Biondy Chun,1,2023-07-30 02:01:05,parah... game apa ini full archer semua... uninstall aja,Negatif
Azka Azka,3,2023-04-12 20:58:19,"Seru banget gamenya, (diawal!) Abis itu gamenya masuk ke portal aja gak bisa, ngeload skill lama banget gak tau sampe kapan game Chad Chad!!",
Joan Al Thariq,5,2023-04-07 15:42:11,"Buat yg ga bisa login mungkin HP nya ga support atau ga kalian masuk server yg udh penuh tapi maksa masuk ,gw maen di server moroc 8 biasa aja ga ada kendala maen lancar"" Aj",Positif
M Sahlul Khuluqi,5,2023-07-26 12:40:07,"Great game, respon cepat juga dari cs",Positif
Danu Wasita,5,2023-07-23 21:45:59,"Gw suka storynya, Grafis di UHD bener"" nampol di hp saya, Nampol ngeLAGnya",Positif
T Monz 03,4,2023-04-14 17:30:32,"Gamenya bagus, Hanya saja terlalu banyak player. Sampai pusing saya. Lalu questnya agak membingungkan dan tampilan layarnya mohon bisa disembunyikan chat globalnya. Untuk yang lainnya tidak ada masalah.",Positif
Sela Audinurahma,1,2023-09-02 12:37:50,"Min,, aku tau petualangan nya keren dan bagus, tapi emang ga salah gitu memori untuk penyimpanan nya ? terlalu besar,, smpe' aplikasi yg ku punya di hapus semua...jadi mau di hapus atau pun engga, memori ku ttp ga cukup untuk mendownload nya. Maaf ya minn",Negatif
Warren Way,1,2023-08-10 07:50:28,"Kenapa ya game ro yang sekarang gak bisa seperti game ro yang dulu,enakan main game RO Classic yang versi PC apalagi dengan sistem game yang sekarang masih enak sistem game RPG dulu, orang jadi gampang bosannya 😅, enakan sistem game dulu walaupun main harus bayar.",Negatif
Gagi Gagi,1,2023-08-25 11:05:11,"Saya sudah downlod 3gb kali setiap ada update, dan sudah update 3 gb stuck di home tidak bisa masuk, lalu saya unistal instal lagi dan download lebih awal lagi, tolong benarkan bug nya ini membuat orng jadi mls main",Negatif
siti munawaroh,3,2023-09-05 13:11:45,Game bagus tapi gw main ko datanya selalu ke ulang ya? Nguras kouta tau nya sampah tau gw kan mau main ni game trus tapi frame jadi gw kasih 1 ya perbaiki masalah frame juga untuk hp kentang biar orang² bisa nyobain sya kasih bintang 3 untuk permulaan oke,
Ryan Uruha,5,2023-04-11 19:45:12,"Berasa nostalgia cuman ini kebanyakan fitur jadinya kompleks, overall bagus dari gameplay dan grafiknya",Positif
Arya Maulana,1,2023-05-25 14:16:06,"Habis update force close terus pas masuk/main di Dungeon,, pdhal sebelumnya msih bisa biar pun agak patah² krna jaringan",Negatif
Dimas Cokro,3,2023-08-16 15:24:22,"Setelah update kayanya ga mampu penyimpanan ku, soalnya gagal terus. See yaa buat temen2 guild thanks for all time, pengalaman bermain yang sangat berkesan. Hehehe from MS",
Revan pramudhita Septiadi,1,2023-04-15 23:51:27,Game udah bagus namun sangat di sayangkan banyak bug/stuck dan mencoba relog on tetep saja masih stuck,Negatif
muhamad azis purnama,3,2023-04-06 04:47:52,Bagus sihhhh cuma entah kenapa mau log in nya lama padahal server nya baru warna hijau tapi kenapa lama untuk login,
Bagus Supriyanto,1,2023-04-11 20:03:24,"Baru nyoba, awalnya oke aja, tapi ternyata saat masuk ganti job pertama loading lama banget dan ternyata sering banget gitu, beda ragnarok sebelah lancar lancar aja. Alhasil uninstal deh.",Negatif
Renvix Zoldix,5,2023-04-15 01:58:41,"mau nanya ,download pause because wifi disable,gimana cara mengatasinya,please saya mau maen gamenya seru",Positif
Denzel,3,2023-04-11 22:50:18,"Overall udh bagus, tapi masih sering ad bug ketika melakukan quest.",
Syawwaluddin Fahri,1,2023-06-20 08:44:20,Game apa ini cok banyak bug gw stuck Mulu su di tips nya suru buka pengaturan dan tekan unstuck gw teken pengaturan Mala tambak stuck mgentott,Negatif
Anas Pratama,5,2023-05-10 13:49:29,Game masa kecil pas waktu gambar masih pixel dan login aja harus bayar pake voucher...sekarang bisa praktis main di HP dan gambarnya pun mantab...,Positif
Rihandian Pratama,3,2023-05-02 11:56:42,"Haloo, ini setelah update kenapa fitur pengaturan auto potion hilang dari tempat biasanya ya?",
Apoy Pletek2,4,2023-04-12 10:36:05,Di setiap udah milih job pas mau misi sering banget stak padaahal di awal² bagus lancar pas makin kesini malah banyak error nya ngestak mulu gak bisa di pencet tombol² nya tpi dialog nya masih berjln tpi gak bisa. Di apa apain dah tolong perbaiki kalau emng dri game nya 🙏🙏,Positif
bin zaenudin,4,2023-07-06 05:50:52,"Bagus, cuma agak lag di ram 6gb..",Positif
putra alamsyah,1,2023-04-10 02:34:47,"Baru main sampai LV 25 mau main lagi stuck di loading 95%, diulang begitu terus, entah siapa yang salah",Negatif
Adnan Sword,5,2023-06-16 10:30:21,Mantap grafik & gameplay sangat bagus,Positif
Devita Rnd,1,2023-04-29 08:51:24,Game tidak respon saat sedang menerima quest. Padahal jaringan stabil. Bisa tolong bantu?,Negatif
Thosa FM,1,2023-04-09 21:44:18,"tolol kebanyakan server... server lama gak ke urus, mau login aja susah.. selalu stuck di loading screen 95%",Negatif
Arsa D Kusuma,2,2023-05-04 17:28:23,"Banyak banget bug nya, dari start sampe pas main, tolong segera diperbaiki",Negatif
Irsan Giri,1,2023-04-06 20:52:49,"Saya ingin bermain bersama kawan-kawan saya di server5, namun server telah penuh dan tidak bisa membuat karakter di server 5. Alhasil saya tidak berniat untuk memainkan game ini.",Negatif
Julaiha Skywy,1,2023-05-06 02:57:13,Bang aplikasinya kok payah banget. Beulangkali gk bisa masuk dan llo sdh selalu gk lancar pemutarannya,Negatif
Afrhizal Chaniago,3,2023-04-06 08:10:56,"Kebanyakan frame server blm stabil., Susah ganti job jadinya., Tolong di fix",
L Lawliet,1,2023-04-11 05:18:34,"Saya suka gamenya, tapi terlalu banyak bug dan sulit untuk masuk ke game, mohon segera diperbaiki",Negatif
Ryan Pratomo,5,2023-04-12 14:40:17,Map nya luas. Masih level awal sih mudah. Ngga tau nanti p2w ngga,Positif
تریا فابینسیاه,1,2023-04-15 12:14:53,"Grafik Pecah-pecah, tolong agar snapdragon seri 400 dapat menyesuaikan juga untuk bermain",Negatif
Ari Gushartoyo,5,2023-04-13 14:22:08,Sangat memuaskan hanya saja dptin kostum susah 🤣🤣🤣 tapi kalo dari segi grafik dan cerita sih mantab 👍🏻,Positif
Ardhiansyah Maliki,5,2023-04-09 22:01:17,"Gamenya bagus, alur cerita tidak membosankan sehingga pemain tidak hanya bermain untuk leveling.",Positif
Muhammad Alim,4,2023-05-03 02:32:00,"halo, saran misal font di game sedikit lebih besar atau diberi opsi untuk font lebih besar.",Positif
X Counter,1,2023-04-09 15:50:26,"Sering gagal login menggunakan data sendiri.,padahal sinyal sangat bagus.,buka yang lain lancar semua",Negatif
Achmad Mulia Fairuzi,1,2023-04-14 03:32:40,Sudah job 3 tiba2 corrupt ketika login tidak bisa update data sehingga stack di awal sesudah gravity,Negatif
Faiz Kareem,4,2023-04-12 14:38:28,"Gamenya sudah bagus, tapi lebih bagus lagi kalo ditambah suara karakter dalam bahasa Jepang",Positif
danny hermawan,1,2023-04-11 16:01:00,"tiap login selalu ada notif ""anda terputus dari jaringan) dan selalu loading stuck di angka 95%",Negatif
Maula Arda,2,2023-04-16 22:23:59,baru main udah kena bug buka petunjuk quest pasti sering macet layar menu kosong dan freeze,Negatif
Yosep Wiryadi,3,2023-05-17 07:22:48,Lumayan bagus tapi untuk waktu grinding sangat sembentar tolong di perpanjang untuk waktu grinding nya,
Machmudi Khollil,4,2023-04-18 21:21:20,Game nya sudah bagus tapi sedikit rada nge lag ketika bermain dan tolong di ubah secepatnya,Positif
Bagas Pamungkas,5,2023-04-08 22:21:29,Gamplay seru grafis keren... hanya sajauntuk tampilan equip kurang jadi harus topup custom dan weapon kurang bisa dikreasikan diri sendiri,Positif
Voldy Saputra,5,2023-04-17 00:17:55,Permainan bikin nostalgia jaman waktu smp the Best lah pokoknya RO origin dari gravity. Semoga sukses selalu,Positif
Arjun Sobar,3,2023-04-09 15:42:22,Tolong di perbaiki lagi game nya saya sering nge crash dan patah patah,
Sibotak berjubah,1,2023-05-01 06:39:14,Game apaan nih mau solo dungeon aja susah nya ga tanggung2 hp nya dikit banget potion nya juga ga sebanding isi hp nya sedikit lama2 bosan main nya,Negatif
Boz-Sky 69,1,2023-04-06 06:09:28,bintang 1 game server beranak. developer gak blajar dari kesuksesan ROM ethernal love. bikin game tuh cukup 1 atau 2 server . tinggal perbanyak chanel nya. mau main aja ngantri,Negatif
Rizky Dwi Novita Pujianti,2,2023-04-24 18:56:37,"Perbaikin dong bug nya, voice covernya jadi hilang. Storynya jadi ga asik kalau voicenya hilang :(",Negatif
Phison blackjack,1,2023-04-06 12:46:45,"Milih server ga bisa,buat log in aja susah minta ampun..kalo buat game dibenerin dulu deh sistemnya. Udah rilis masih aja gaje",Negatif
Blade Guntur,5,2023-04-07 07:59:44,Hari pertama release langsung main dan betah banget bisa sampe berjam jam mainin game ini. Belum lagi aku masuk top guild nomor 1 di server prontera 10,Positif
muhammad yusup,1,2023-04-27 14:32:16,"Game bapuk, banyak banget bug nya Lebih parah dari ROX, RO masih banyak cacatnya maksain buat liris Mengecewakan!",Negatif
Lee Gun,5,2023-04-07 15:24:52,"Bagus sekali,hampir sama dengan di pc,jadi ke inget sama ragnarok dl,nostalgia banget,yang maen juga ramai",Positif
Afroh Fadhiela,3,2023-04-08 07:30:52,Gamenya bagus banget terus udah gitu hd juga kan ya cuman sayangny bugnya parah(⁠-⁠_⁠-⁠;⁠)awal awal main sih Lancar jaya sentosa tapi makin kesini kok ngebug ni game (⁠ ⁠⚈̥̥̥̥̥́⁠⌢⁠⚈̥̥̥̥̥̀⁠)perbaikin lagi kek minಥ⁠‿⁠ಥ,
Fernando Angriawan,5,2023-04-17 23:43:34,Grafik nya manteb dan unsur nostalgia nya tetap di pertahankan kan mantab dah nih game,Positif
Nino Skurthx,5,2023-04-11 06:46:32,"Tolong donk bug jaringan di benerin,kalo pake data pasti bug di loading 95% terus",Positif
Ramdhany _18 (Dani),3,2023-05-04 08:16:30,"Game terlalu banyak loading saat berpindah tempat ,saran saya agar di permudah saat berpindah tempat ,tidak perlu menunggu loading yg lama",
Phee Kecil,1,2023-06-07 19:14:44,Mana bisa gini cook maen sambil download resource data 3gb pula tiap ganti map malah macet.. game qontol game terburuk sepanjang sejarah,Negatif
Suharsoyo Soyo,4,2023-04-08 11:23:15,"Nostalgia kembali, ingat RO awal2 dulu, permainan nya bagus dan bikin Penasaran jd pengen onlone terus, semoga ramah untuk f2p player",Positif
Fatima Farida Umaya,5,2023-04-14 07:47:41,Sumpah bagus banget dulu juga aku pernah main dulu masih jadul banget sekarang udah rilis lagi buat kalian coba main game ini ya,Positif
Muhammad Yusuf,1,2023-04-12 17:35:34,Setiap loading ke 95% pasti ada bacaan terputus padahal sinyal normal Solusi donk,Negatif
DittMc,3,2023-04-08 01:00:19,"Bahasan masih rada gak bener terutama bahasa Indonesia The language is still incorrect, especially Indonesian",
Mhmmd Nabil Satria,1,2023-04-17 23:50:51,"Broken, gamenya masih bug fitur sering ga bisa kebuka malah jadi gabisa dipencet layarnya",Negatif
bayu nopriadi gunawan,5,2023-05-25 10:41:26,Gamenya menarik.... Perbanyak lagi event yang mendukung dan menguntungkan bagi player free,Positif
unomisowell,4,2023-04-09 20:28:57,"Bagus, tapi seperti mobile MMORPG lain terlalu banyak tampilan pada layar, bikin bingung",Positif
jovi office,2,2023-04-10 10:59:06,"Banyak bug nya , banyak stuck nya , padahal hape saya mempuni untuk grafik se rendah ini ,",Negatif
Ahmad Dinii,1,2023-04-09 22:14:35,"Saya baru download udah ada masalah aja, pas update error terus jadi gak bisa main",Negatif
Irfanda Saputra,2,2023-04-11 01:56:24,Analog dengan misiny kedeketan dan jg kecil suka error' jd ny terus coba geser2ny layar agak susah,Negatif
Johan Andri,1,2023-04-08 20:24:55,"Terlalu bnyak bug, game sering stuck, download ulang lagi, payah",Negatif
Heero Yuy,5,2023-04-26 11:44:26,Keseluruhan bagus. Tapi berikan kemudahan dalam drop bahan fragment dan lebih banyak event,Positif
Alifian Iqnadzar,3,2023-05-13 19:16:20,"Min,tolong perbaiki bug pada game,masih banyak bug apa lagi di alur ceeitanya🙃",
Jarot Setyawan,2,2023-05-07 01:03:14,Game bagus tp masih banyak bug saya main di ipad sering ngfreez dan ngclose sendiri,Negatif
Kaysan Pratama,5,2023-06-01 03:10:35,Gamenya bagus banget!!! Wajib dimainin sih buat pecinta game mmorpg apalagi gamenya ada fitur auto jadi ga usah repot² nyari lokasi misinya deh 🤣,Positif
Ridho Renaldi,3,2023-04-06 08:03:23,Halo dev saya mau kasih tau ada bug joystick nya tidak bisa gerak pada saat saya bermain,
Aldiladese Jenri,1,2023-04-25 23:45:58,Game sering nge-freeze.. tolong perbaiki bugnya..,Negatif
Wily Andrian,1,2023-04-07 16:55:21,"Selalu stuck loading di 90% atau 95%, gak ROX gak ROO sama ajalah, rilis game tp gak di fixed.",Negatif
feri apni,3,2023-04-08 04:33:44,"Tolong perbaiki login with FB,otorasi gagal di an tidak bisa di pakai kartu exis",
Caliph Jackal,1,2023-05-27 09:04:43,Setelah update bukannya lancar jaya malah selalu force close saat masih loading resource game,Negatif
Wisnu Bima Prasetyo,3,2023-04-19 07:48:35,"Ini kenapa ga bisa update ya, koq error terus, di client pc normal di android koq gabisa",
23. William Santoso P,4,2023-05-28 02:44:19,Ragnarok knp ya saya kadang kadang kalau mau login udh mau masuk keluar terus tolong diperbaiki ya,Positif
Kang Abo,1,2023-04-07 04:05:11,"Lah ini kenapa dah kok malah disuruh download data lagi sih, padahal kemarin enjoy enjoy aja maen tapi tadi pas mau login lagi malah disuruh download ulang datanya, kocak²",Negatif
Anang Subagiyo,2,2023-04-07 06:43:20,Terlalu sering stuck gak bisa gerak.... Sering macet diloading screen,Negatif
Ary Bery,5,2023-04-29 10:55:02,Jangan batasi untuk leveling ..karna bikin orang cepat bosan kalo stamina udah abis..bingung mau ngapain..,Positif
chymoth lastamasta,1,2023-04-09 13:19:56,"ni ragnarok kenp si.. pas w login selalu g bisa... pdhl jaringan bagus...,tolong di benerin..",Negatif
Febri Anto,5,2023-04-08 03:45:36,Game sepanjang jaman.. nostalgia.. terimakasih gravity.. sukses selalu,Positif
Lindo Arinasa,1,2023-04-08 10:20:36,"Halah, capek2 download gk dibisa di update. Paling lama juga setahun umur nih game wkkwkw",Negatif
PHOCHONG PROJECTS,4,2023-04-06 06:11:26,Saran utk perbaiki lgi fps dan juga servernya agar TDK trlalu mnguras battre android ataupun IOS utk graphic sudah ok tapi utntuk pngurasan batre terlalu berlebihan baru main 30 mnit susah panas sperti main genshin impact pdahal hnya 800mb ram saya 6 TPI fps drop,Positif
Raves Channel,1,2023-05-27 07:49:38,Anjeng pas mau loading resorches di 97 % forclose sendiri Padahal hp realme 9+ plus... Cacad anjeng... Gak bisa main lagi ni... Ppk,Negatif
Ken Omar Ch,1,2023-05-05 08:14:05,Sedikit ulasan sebelum uninstall..Game nya busuk...ampas...ngelag...lemot..bug d mana mana sangat tidak rekomend,Negatif
Ishaq Maulana,1,2023-04-14 19:03:31,Saya tidak bisa log in sering nyangkut di loading 95% kalo sudah di fix saya akan balik lagi dan kasih bintang 5.,Negatif
Muhamad Fikri,5,2023-04-23 06:53:22,Gamenya sangat menarik hanya saja fitur helheim nya terlalu kuat sehingga tidak semua job bisa menyelesaikan helheim solo,Positif
Peta Pratama,3,2023-04-11 01:44:16,Setelah main 1 kali kok gk bisa dimainin lagi ya kira-kira knp ya padahal udah full data,
Febry Pramana (Ebhie),5,2023-04-09 03:17:28,"Overall udah keren, cuma masih ada lag, dioptimalkan lagi servernya",Positif
Wan Anjeri,5,2023-04-19 22:08:56,Semua udah bagus cuma terkadang terdapat bug di handphone seperti npc tidak muncul,Positif
Rina Liani,4,2023-04-08 14:17:35,Gamenya bagus tapi kadang suka error baru login tombol tombolnya suka hilang pas ditekan suka ga muncul,Positif
Viona Hikari Nazia,5,2023-05-24 08:56:13,"Grafik yang bagus, karakter yang cantik dan imut serta cerita yang seru sebagai petualang",Positif
Rizal Gaming,2,2023-04-11 20:48:17,"udah ngestack 2x lagi,baru juga di b5 selang 2 hari dah balik ngestuck. aneh emang ni game",Negatif
Allene LLENN,2,2023-04-07 15:58:53,Masih banyak bug saya login gak bisa pake skill atau malah lag padahal lagi bicara sama npc,Negatif
Arhy Doggie,5,2023-04-22 22:28:53,"Game nya sudah bagus,, sebagai tambahan , tolong loading nya jangan terlalu banyak..",Positif
Artha Astawa,4,2023-05-12 02:36:45,"Sangat bagus sejauh ini, kadang ngelag juga pas dikeramaian padahal settingan sudah low",Positif
Yusup Apandi,2,2023-04-11 14:28:07,"Dear dev, Ini kenapa ga bisa login padahal jaringan bagus tapi eror terus ga bisa masuk",Negatif
Lukman seftiansyah,2,2023-04-13 02:04:34,Game sering ngebug pas baru login...loding resource lama...lagi dialog sama npc tiba2 ngebug kaga jelas pilihan menu kaga keluar,Negatif
Dalpo,1,2023-05-04 10:26:48,Terlalu susah dapat drop dan menaikkan level base dan job..,Negatif
